,ORIG_YEAR,LOAN_AGE,ULT_REPURCHASE_LOAN_COUNT,ULT_REPURCHASE_UPB,ULT_ORIG_UPB_AT_TERMINAL,ORIG_LOAN_COUNT,ORIG_UPB,LOAN_AGE_MAX,REPURCHASE_UPB,ORIG_UPB_AT_TERMINAL,CUM_COUNT,CUM_UPB,CUM_ORIG_UPB_AT_TERMINAL,ult_repurch_rate,age_repurch_rate,age_ult_diff,ult_repurch_upb_rate,age_repurch_upb_rate,age_ult_upb_diff,age_repurch_orig_upb_at_terminal_rate
757,2001,99,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,411104.0,454000.0,5999.0,433889252.0,715400000.0,0.198,0.178,0.020000000000000018,0.166,0.092,0.07400000000000001,0.151
758,2001,100,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,805894.0,857000.0,6004.0,434695146.0,716257000.0,0.198,0.178,0.020000000000000018,0.166,0.092,0.07400000000000001,0.152
759,2001,101,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,71465.0,196000.0,6006.0,434766611.0,716453000.0,0.198,0.178,0.020000000000000018,0.166,0.092,0.07400000000000001,0.152
760,2001,102,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,342680.0,390000.0,6010.0,435109291.0,716843000.0,0.198,0.178,0.020000000000000018,0.166,0.092,0.07400000000000001,0.152
761,2001,103,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,339167.0,391000.0,6015.0,435448458.0,717234000.0,0.198,0.178,0.020000000000000018,0.166,0.092,0.07400000000000001,0.152
762,2001,104,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,319785.0,434000.0,6020.0,435768243.0,717668000.0,0.198,0.179,0.019000000000000017,0.166,0.092,0.07400000000000001,0.152
763,2001,105,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,190563.0,216000.0,6023.0,435958806.0,717884000.0,0.198,0.179,0.019000000000000017,0.166,0.092,0.07400000000000001,0.152
764,2001,106,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,366754.0,521000.0,6030.0,436325560.0,718405000.0,0.198,0.179,0.019000000000000017,0.166,0.092,0.07400000000000001,0.152
765,2001,107,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,416081.0,716000.0,6038.0,436741641.0,719121000.0,0.198,0.179,0.019000000000000017,0.166,0.092,0.07400000000000001,0.152
766,2001,108,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,444242.0,548000.0,6043.0,437185883.0,719669000.0,0.198,0.179,0.019000000000000017,0.166,0.092,0.07400000000000001,0.152
767,2001,109,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,327303.0,635000.0,6049.0,437513186.0,720304000.0,0.198,0.179,0.019000000000000017,0.166,0.093,0.07300000000000001,0.152
768,2001,110,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,625710.0,828000.0,6058.0,438138896.0,721132000.0,0.198,0.18,0.018000000000000016,0.166,0.093,0.07300000000000001,0.153
769,2001,111,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,115377.0,121000.0,6060.0,438254273.0,721253000.0,0.198,0.18,0.018000000000000016,0.166,0.093,0.07300000000000001,0.153
770,2001,112,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,294537.0,332000.0,6064.0,438548810.0,721585000.0,0.198,0.18,0.018000000000000016,0.166,0.093,0.07300000000000001,0.153
771,2001,113,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,387358.0,513000.0,6071.0,438936168.0,722098000.0,0.198,0.18,0.018000000000000016,0.166,0.093,0.07300000000000001,0.153
772,2001,114,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,733773.0,890000.0,6079.0,439669941.0,722988000.0,0.198,0.18,0.018000000000000016,0.166,0.093,0.07300000000000001,0.153
773,2001,115,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,670334.0,780000.0,6087.0,440340275.0,723768000.0,0.198,0.181,0.017000000000000015,0.166,0.093,0.07300000000000001,0.153
774,2001,116,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,669600.0,802000.0,6097.0,441009875.0,724570000.0,0.198,0.181,0.017000000000000015,0.166,0.093,0.07300000000000001,0.153
775,2001,117,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,350634.0,463000.0,6102.0,441360509.0,725033000.0,0.198,0.181,0.017000000000000015,0.166,0.093,0.07300000000000001,0.153
776,2001,118,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,758769.0,908000.0,6112.0,442119278.0,725941000.0,0.198,0.181,0.017000000000000015,0.166,0.094,0.07200000000000001,0.154
777,2001,119,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,92611.0,246000.0,6115.0,442211889.0,726187000.0,0.198,0.181,0.017000000000000015,0.166,0.094,0.07200000000000001,0.154
778,2001,120,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,312661.0,543000.0,6122.0,442524550.0,726730000.0,0.198,0.182,0.016000000000000014,0.166,0.094,0.07200000000000001,0.154
779,2001,121,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,632036.0,826000.0,6133.0,443156586.0,727556000.0,0.198,0.182,0.016000000000000014,0.166,0.094,0.07200000000000001,0.154
780,2001,122,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,1096404.0,1380000.0,6143.0,444252990.0,728936000.0,0.198,0.182,0.016000000000000014,0.166,0.094,0.07200000000000001,0.154
781,2001,123,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,227543.0,390000.0,6149.0,444480533.0,729326000.0,0.198,0.182,0.016000000000000014,0.166,0.094,0.07200000000000001,0.154
782,2001,124,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,465076.0,513000.0,6154.0,444945609.0,729839000.0,0.198,0.183,0.015000000000000013,0.166,0.094,0.07200000000000001,0.154
783,2001,125,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,758035.0,915000.0,6163.0,445703644.0,730754000.0,0.198,0.183,0.015000000000000013,0.166,0.094,0.07200000000000001,0.155
784,2001,126,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,317390.0,409000.0,6168.0,446021034.0,731163000.0,0.198,0.183,0.015000000000000013,0.166,0.094,0.07200000000000001,0.155
785,2001,127,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,531792.0,633000.0,6173.0,446552826.0,731796000.0,0.198,0.183,0.015000000000000013,0.166,0.094,0.07200000000000001,0.155
786,2001,128,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,210034.0,363000.0,6178.0,446762860.0,732159000.0,0.198,0.183,0.015000000000000013,0.166,0.095,0.07100000000000001,0.155
787,2001,129,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,168278.0,228000.0,6182.0,446931138.0,732387000.0,0.198,0.183,0.015000000000000013,0.166,0.095,0.07100000000000001,0.155
788,2001,130,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6182.0,446931138.0,732387000.0,0.198,0.183,0.015000000000000013,0.166,0.095,0.07100000000000001,0.155
789,2001,131,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,154690.0,170000.0,6184.0,447085828.0,732557000.0,0.198,0.183,0.015000000000000013,0.166,0.095,0.07100000000000001,0.155
790,2001,132,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,389518.0,505000.0,6189.0,447475346.0,733062000.0,0.198,0.184,0.014000000000000012,0.166,0.095,0.07100000000000001,0.155
791,2001,133,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,3626582.0,4192000.0,6224.0,451101928.0,737254000.0,0.198,0.185,0.013000000000000012,0.166,0.095,0.07100000000000001,0.156
792,2001,134,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,3611052.0,4256000.0,6256.0,454712980.0,741510000.0,0.198,0.186,0.01200000000000001,0.166,0.096,0.07,0.157
793,2001,135,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,4051323.0,4559000.0,6291.0,458764303.0,746069000.0,0.198,0.187,0.01100000000000001,0.166,0.097,0.069,0.158
794,2001,136,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,3078368.0,3416000.0,6321.0,461842671.0,749485000.0,0.198,0.187,0.01100000000000001,0.166,0.098,0.068,0.159
795,2001,137,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,3158331.0,3469000.0,6349.0,465001002.0,752954000.0,0.198,0.188,0.010000000000000009,0.166,0.098,0.068,0.159
796,2001,138,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,2461095.0,2780000.0,6373.0,467462097.0,755734000.0,0.198,0.189,0.009000000000000008,0.166,0.099,0.067,0.16
797,2001,139,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,2374867.0,2643000.0,6395.0,469836964.0,758377000.0,0.198,0.19,0.008000000000000007,0.166,0.099,0.067,0.16
798,2001,140,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,3356518.0,3887000.0,6430.0,473193482.0,762264000.0,0.198,0.191,0.007000000000000006,0.166,0.1,0.066,0.161
799,2001,141,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,2787362.0,3090000.0,6457.0,475980844.0,765354000.0,0.198,0.191,0.007000000000000006,0.166,0.101,0.065,0.162
800,2001,142,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,3811372.0,4135000.0,6489.0,479792216.0,769489000.0,0.198,0.192,0.006000000000000005,0.166,0.101,0.065,0.163
801,2001,143,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,2092940.0,2351000.0,6512.0,481885156.0,771840000.0,0.198,0.193,0.0050000000000000044,0.166,0.102,0.06400000000000002,0.163
802,2001,144,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,1372941.0,1625000.0,6530.0,483258097.0,773465000.0,0.198,0.194,0.0040000000000000036,0.166,0.102,0.06400000000000002,0.164
803,2001,145,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,645087.0,593000.0,6536.0,483903184.0,774058000.0,0.198,0.194,0.0040000000000000036,0.166,0.102,0.06400000000000002,0.164
804,2001,146,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,73468.0,82000.0,6537.0,483976652.0,774140000.0,0.198,0.194,0.0040000000000000036,0.166,0.102,0.06400000000000002,0.164
805,2001,147,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,53167.0,84000.0,6539.0,484029819.0,774224000.0,0.198,0.194,0.0040000000000000036,0.166,0.102,0.06400000000000002,0.164
806,2001,148,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,109600.0,223000.0,6541.0,484139419.0,774447000.0,0.198,0.194,0.0040000000000000036,0.166,0.102,0.06400000000000002,0.164
807,2001,149,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,46787.0,82000.0,6542.0,484186206.0,774529000.0,0.198,0.194,0.0040000000000000036,0.166,0.102,0.06400000000000002,0.164
808,2001,150,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,192389.0,266000.0,6544.0,484378595.0,774795000.0,0.198,0.194,0.0040000000000000036,0.166,0.102,0.06400000000000002,0.164
809,2001,151,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,436972.0,625000.0,6551.0,484815567.0,775420000.0,0.198,0.194,0.0040000000000000036,0.166,0.103,0.06300000000000001,0.164
810,2001,152,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,196382.0,251000.0,6554.0,485011949.0,775671000.0,0.198,0.194,0.0040000000000000036,0.166,0.103,0.06300000000000001,0.164
811,2001,153,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,191190.0,243000.0,6557.0,485203139.0,775914000.0,0.198,0.194,0.0040000000000000036,0.166,0.103,0.06300000000000001,0.164
812,2001,154,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,416206.0,569000.0,6562.0,485619345.0,776483000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
813,2001,155,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,80104.0,121000.0,6564.0,485699449.0,776604000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
814,2001,156,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6564.0,485699449.0,776604000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
815,2001,157,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6564.0,485699449.0,776604000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
816,2001,158,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,301034.0,380000.0,6569.0,486000483.0,776984000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
817,2001,159,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,108321.0,125000.0,6570.0,486108804.0,777109000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
818,2001,160,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,90506.0,216000.0,6572.0,486199310.0,777325000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
819,2001,161,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,224776.0,257000.0,6574.0,486424086.0,777582000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.164
820,2001,162,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,196565.0,266000.0,6575.0,486620651.0,777848000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
821,2001,163,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,24795.0,28000.0,6576.0,486645446.0,777876000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
822,2001,164,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,19554.0,22000.0,6577.0,486665000.0,777898000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
823,2001,165,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,56664.0,100000.0,6579.0,486721664.0,777998000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
824,2001,166,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6579.0,486721664.0,777998000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
825,2001,167,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,69273.0,80000.0,6580.0,486790937.0,778078000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
826,2001,168,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,162861.0,215000.0,6581.0,486953798.0,778293000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
827,2001,169,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,51800.0,67000.0,6582.0,487005598.0,778360000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
828,2001,170,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,195752.0,234000.0,6583.0,487201350.0,778594000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
829,2001,171,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,92000.0,94000.0,6584.0,487293350.0,778688000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
830,2001,172,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,62317.0,72000.0,6585.0,487355667.0,778760000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
831,2001,173,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,77542.0,336000.0,6588.0,487433209.0,779096000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
832,2001,174,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6588.0,487433209.0,779096000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
833,2001,175,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6588.0,487433209.0,779096000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
834,2001,176,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6588.0,487433209.0,779096000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
835,2001,177,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,16350.0,32000.0,6589.0,487449559.0,779128000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
836,2001,178,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,18630.0,35000.0,6590.0,487468189.0,779163000.0,0.198,0.195,0.0030000000000000027,0.166,0.103,0.06300000000000001,0.165
837,2001,179,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,329829.0,525000.0,6593.0,487798018.0,779688000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
838,2001,180,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6593.0,487798018.0,779688000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
839,2001,181,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6593.0,487798018.0,779688000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
840,2001,182,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,96269.0,119000.0,6594.0,487894287.0,779807000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
841,2001,183,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6594.0,487894287.0,779807000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
842,2001,184,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,31819.0,41000.0,6595.0,487926106.0,779848000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
843,2001,185,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,52453.0,61000.0,6596.0,487978559.0,779909000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
844,2001,186,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,294202.0,444000.0,6603.0,488272761.0,780353000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
845,2001,187,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,343136.0,468000.0,6613.0,488615897.0,780821000.0,0.198,0.196,0.0020000000000000018,0.166,0.103,0.06300000000000001,0.165
846,2001,188,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,932637.0,1299000.0,6635.0,489548534.0,782120000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.165
847,2001,189,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,351383.0,494000.0,6644.0,489899917.0,782614000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
848,2001,190,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,116346.0,173000.0,6646.0,490016263.0,782787000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
849,2001,191,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,220264.0,301000.0,6650.0,490236527.0,783088000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
850,2001,192,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,188900.0,253000.0,6655.0,490425427.0,783341000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
851,2001,193,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6655.0,490425427.0,783341000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
852,2001,194,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6655.0,490425427.0,783341000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
853,2001,195,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6655.0,490425427.0,783341000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
854,2001,196,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6655.0,490425427.0,783341000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
855,2001,197,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,190226.0,260000.0,6656.0,490615653.0,783601000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
856,2001,198,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6656.0,490615653.0,783601000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
857,2001,199,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6656.0,490615653.0,783601000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
858,2001,200,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6656.0,490615653.0,783601000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
859,2001,201,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6656.0,490615653.0,783601000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
860,2001,202,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6656.0,490615653.0,783601000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
861,2001,203,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6656.0,490615653.0,783601000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
862,2001,204,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,143643.0,139000.0,6657.0,490759296.0,783740000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
863,2001,205,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6657.0,490759296.0,783740000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
864,2001,206,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6657.0,490759296.0,783740000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
865,2001,207,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6657.0,490759296.0,783740000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
866,2001,208,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,123106.0,275000.0,6658.0,490882402.0,784015000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
867,2001,209,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,43723.0,55000.0,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
868,2001,210,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
869,2001,211,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
870,2001,212,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
871,2001,213,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
872,2001,214,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
873,2001,215,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
874,2001,216,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
875,2001,217,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
876,2001,218,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
877,2001,219,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
878,2001,220,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
879,2001,221,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
880,2001,222,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
881,2001,223,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6659.0,490926125.0,784070000.0,0.198,0.197,0.0010000000000000009,0.166,0.104,0.06200000000000001,0.166
882,2001,224,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,35738.0,55000.0,6660.0,490961863.0,784125000.0,0.198,0.198,0.0,0.166,0.104,0.06200000000000001,0.166
883,2001,225,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6660.0,490961863.0,784125000.0,0.198,0.198,0.0,0.166,0.104,0.06200000000000001,0.166
884,2001,226,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6660.0,490961863.0,784125000.0,0.198,0.198,0.0,0.166,0.104,0.06200000000000001,0.166
885,2001,227,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6660.0,490961863.0,784125000.0,0.198,0.198,0.0,0.166,0.104,0.06200000000000001,0.166
886,2001,228,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6660.0,490961863.0,784125000.0,0.198,0.198,0.0,0.166,0.104,0.06200000000000001,0.166
887,2001,229,6667.0,491242266.0,784730000.0,3371870.0,472761859000.0,253.000000,,,6660.0,490961863.0,784125000.0,0.198,0.198,0.0,0.166,0.104,0.06200000000000001,0.166
