,ORIG_YEAR,LOAN_AGE,ULT_REPURCHASE_LOAN_COUNT,ULT_REPURCHASE_UPB,ULT_ORIG_UPB_AT_TERMINAL,ORIG_LOAN_COUNT,ORIG_UPB,LOAN_AGE_MAX,REPURCHASE_UPB,ORIG_UPB_AT_TERMINAL,CUM_COUNT,CUM_UPB,CUM_ORIG_UPB_AT_TERMINAL,ult_repurch_rate,age_repurch_rate,age_ult_diff,ult_repurch_upb_rate,age_repurch_upb_rate,age_ult_upb_diff,age_repurch_orig_upb_at_terminal_rate
1849,2006,91,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,1063386.0,1111000.0,3625.0,738370332.0,762102000.0,0.346,0.335,0.010999999999999954,0.394,0.372,0.02200000000000002,0.384
1850,2006,92,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,533696.0,530000.0,3628.0,738904028.0,762632000.0,0.346,0.336,0.009999999999999953,0.394,0.372,0.02200000000000002,0.384
1851,2006,93,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,1621058.0,1681000.0,3636.0,740525086.0,764313000.0,0.346,0.336,0.009999999999999953,0.394,0.373,0.02100000000000002,0.385
1852,2006,94,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,1881167.0,2023000.0,3645.0,742406253.0,766336000.0,0.346,0.337,0.008999999999999952,0.394,0.374,0.020000000000000018,0.386
1853,2006,95,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,2011785.0,2210000.0,3654.0,744418038.0,768546000.0,0.346,0.338,0.007999999999999952,0.394,0.375,0.019000000000000017,0.387
1854,2006,96,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,1200485.0,1189000.0,3658.0,745618523.0,769735000.0,0.346,0.338,0.007999999999999952,0.394,0.375,0.019000000000000017,0.387
1855,2006,97,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,183863.0,217000.0,3660.0,745802386.0,769952000.0,0.346,0.339,0.006999999999999951,0.394,0.375,0.019000000000000017,0.388
1856,2006,98,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,1453761.0,1415000.0,3666.0,747256147.0,771367000.0,0.346,0.339,0.006999999999999951,0.394,0.376,0.018000000000000016,0.388
1857,2006,99,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,94350.0,104000.0,3667.0,747350497.0,771471000.0,0.346,0.339,0.006999999999999951,0.394,0.376,0.018000000000000016,0.388
1858,2006,100,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,133695.0,139000.0,3668.0,747484192.0,771610000.0,0.346,0.339,0.006999999999999951,0.394,0.376,0.018000000000000016,0.388
1859,2006,101,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,90390.0,100000.0,3669.0,747574582.0,771710000.0,0.346,0.339,0.006999999999999951,0.394,0.376,0.018000000000000016,0.388
1860,2006,102,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,506520.0,650000.0,3673.0,748081102.0,772360000.0,0.346,0.34,0.00599999999999995,0.394,0.376,0.018000000000000016,0.389
1861,2006,103,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,1004994.0,1047000.0,3677.0,749086096.0,773407000.0,0.346,0.34,0.00599999999999995,0.394,0.377,0.017000000000000015,0.389
1862,2006,104,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,96783.0,100000.0,3678.0,749182879.0,773507000.0,0.346,0.34,0.00599999999999995,0.394,0.377,0.017000000000000015,0.389
1863,2006,105,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,608252.0,641000.0,3682.0,749791131.0,774148000.0,0.346,0.341,0.004999999999999949,0.394,0.377,0.017000000000000015,0.39
1864,2006,106,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,430896.0,613000.0,3685.0,750222027.0,774761000.0,0.346,0.341,0.004999999999999949,0.394,0.378,0.016000000000000014,0.39
1865,2006,107,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,871909.0,918000.0,3690.0,751093936.0,775679000.0,0.346,0.341,0.004999999999999949,0.394,0.378,0.016000000000000014,0.39
1866,2006,108,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,167113.0,190000.0,3691.0,751261049.0,775869000.0,0.346,0.342,0.003999999999999948,0.394,0.378,0.016000000000000014,0.39
1867,2006,109,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,130062.0,142000.0,3692.0,751391111.0,776011000.0,0.346,0.342,0.003999999999999948,0.394,0.378,0.016000000000000014,0.391
1868,2006,110,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,634033.0,731000.0,3695.0,752025144.0,776742000.0,0.346,0.342,0.003999999999999948,0.394,0.378,0.016000000000000014,0.391
1869,2006,111,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3695.0,752025144.0,776742000.0,0.346,0.342,0.003999999999999948,0.394,0.378,0.016000000000000014,0.391
1870,2006,112,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,319575.0,369000.0,3697.0,752344719.0,777111000.0,0.346,0.342,0.003999999999999948,0.394,0.379,0.015000000000000013,0.391
1871,2006,113,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,436477.0,473000.0,3700.0,752781196.0,777584000.0,0.346,0.342,0.003999999999999948,0.394,0.379,0.015000000000000013,0.391
1872,2006,114,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,169024.0,201000.0,3701.0,752950220.0,777785000.0,0.346,0.342,0.003999999999999948,0.394,0.379,0.015000000000000013,0.391
1873,2006,115,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,501115.0,521000.0,3704.0,753451335.0,778306000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1874,2006,116,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3704.0,753451335.0,778306000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1875,2006,117,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3704.0,753451335.0,778306000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1876,2006,118,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,65624.0,95000.0,3705.0,753516959.0,778401000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1877,2006,119,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3705.0,753516959.0,778401000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1878,2006,120,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3705.0,753516959.0,778401000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1879,2006,121,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,171254.0,185000.0,3706.0,753688213.0,778586000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1880,2006,122,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,237173.0,270000.0,3707.0,753925386.0,778856000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1881,2006,123,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,87697.0,131000.0,3708.0,754013083.0,778987000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1882,2006,124,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3708.0,754013083.0,778987000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1883,2006,125,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,10136.0,27000.0,3709.0,754023219.0,779014000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1884,2006,126,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3709.0,754023219.0,779014000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1885,2006,127,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3709.0,754023219.0,779014000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1886,2006,128,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3709.0,754023219.0,779014000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1887,2006,129,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3709.0,754023219.0,779014000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1888,2006,130,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3709.0,754023219.0,779014000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1889,2006,131,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3709.0,754023219.0,779014000.0,0.346,0.343,0.002999999999999947,0.394,0.379,0.015000000000000013,0.392
1890,2006,132,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,291858.0,324000.0,3711.0,754315077.0,779338000.0,0.346,0.343,0.002999999999999947,0.394,0.38,0.014000000000000012,0.392
1891,2006,133,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,49407.0,58000.0,3712.0,754364484.0,779396000.0,0.346,0.343,0.002999999999999947,0.394,0.38,0.014000000000000012,0.392
1892,2006,134,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3712.0,754364484.0,779396000.0,0.346,0.343,0.002999999999999947,0.394,0.38,0.014000000000000012,0.392
1893,2006,135,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,24671.0,46000.0,3713.0,754389155.0,779442000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.392
1894,2006,136,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,356353.0,528000.0,3715.0,754745508.0,779970000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1895,2006,137,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,73987.0,90000.0,3716.0,754819495.0,780060000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1896,2006,138,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,230799.0,280000.0,3718.0,755050294.0,780340000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1897,2006,139,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3718.0,755050294.0,780340000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1898,2006,140,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3718.0,755050294.0,780340000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1899,2006,141,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,180796.0,200000.0,3719.0,755231090.0,780540000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1900,2006,142,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3719.0,755231090.0,780540000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1901,2006,143,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3719.0,755231090.0,780540000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1902,2006,144,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,120375.0,130000.0,3720.0,755351465.0,780670000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1903,2006,145,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3720.0,755351465.0,780670000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1904,2006,146,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3720.0,755351465.0,780670000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1905,2006,147,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,362604.0,364000.0,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1906,2006,148,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1907,2006,149,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1908,2006,150,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1909,2006,151,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1910,2006,152,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1911,2006,153,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1912,2006,154,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1913,2006,155,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3722.0,755714069.0,781034000.0,0.346,0.344,0.0020000000000000018,0.394,0.38,0.014000000000000012,0.393
1914,2006,156,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,280266.0,258000.0,3724.0,755994335.0,781292000.0,0.346,0.345,0.0010000000000000009,0.394,0.38,0.014000000000000012,0.393
1915,2006,157,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,176219.0,202000.0,3725.0,756170554.0,781494000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.393
1916,2006,158,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3725.0,756170554.0,781494000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.393
1917,2006,159,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,115381.0,149000.0,3726.0,756285935.0,781643000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.393
1918,2006,160,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3726.0,756285935.0,781643000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.393
1919,2006,161,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,292025.0,323000.0,3728.0,756577960.0,781966000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1920,2006,162,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,54243.0,84000.0,3729.0,756632203.0,782050000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1921,2006,163,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,241401.0,260000.0,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1922,2006,164,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1923,2006,165,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1924,2006,166,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1925,2006,167,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1926,2006,168,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1927,2006,169,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1928,2006,170,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3730.0,756873604.0,782310000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1929,2006,171,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,62587.0,58000.0,3731.0,756936191.0,782368000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1930,2006,172,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3731.0,756936191.0,782368000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1931,2006,173,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3731.0,756936191.0,782368000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1932,2006,174,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3731.0,756936191.0,782368000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1933,2006,175,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3731.0,756936191.0,782368000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1934,2006,176,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,244625.0,235000.0,3732.0,757180816.0,782603000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1935,2006,177,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,62538.0,84000.0,3733.0,757243354.0,782687000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1936,2006,178,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3733.0,757243354.0,782687000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1937,2006,179,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3733.0,757243354.0,782687000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1938,2006,180,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,450732.0,360000.0,3734.0,757694086.0,783047000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1939,2006,181,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3734.0,757694086.0,783047000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1940,2006,182,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3734.0,757694086.0,783047000.0,0.346,0.345,0.0010000000000000009,0.394,0.381,0.013000000000000012,0.394
1941,2006,183,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,84108.0,165000.0,3737.0,757778194.0,783212000.0,0.346,0.346,0.0,0.394,0.381,0.013000000000000012,0.394
1942,2006,184,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3737.0,757778194.0,783212000.0,0.346,0.346,0.0,0.394,0.381,0.013000000000000012,0.394
1943,2006,185,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3737.0,757778194.0,783212000.0,0.346,0.346,0.0,0.394,0.381,0.013000000000000012,0.394
1944,2006,186,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3737.0,757778194.0,783212000.0,0.346,0.346,0.0,0.394,0.381,0.013000000000000012,0.394
1945,2006,187,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3737.0,757778194.0,783212000.0,0.346,0.346,0.0,0.394,0.381,0.013000000000000012,0.394
1946,2006,188,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3737.0,757778194.0,783212000.0,0.346,0.346,0.0,0.394,0.381,0.013000000000000012,0.394
1947,2006,189,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,,,3737.0,757778194.0,783212000.0,0.346,0.346,0.0,0.394,0.381,0.013000000000000012,0.394
1948,2006,190,3738.0,758123335.0,783429000.0,1080802.0,198695414000.0,190.000000,345141.0,217000.0,3738.0,758123335.0,783429000.0,0.346,0.346,0.0,0.394,0.382,0.01200000000000001,0.394
1949,2007,1,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,193000.0,193000.0,3.0,193000.0,193000.0,0.705,0.0,0.705,0.84,0.0,0.84,0.0
1950,2007,2,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,6194000.0,6194000.0,44.0,6387000.0,6387000.0,0.705,0.004,0.701,0.84,0.003,0.837,0.003
1951,2007,3,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,3802000.0,3802000.0,69.0,10189000.0,10189000.0,0.705,0.006,0.699,0.84,0.004,0.836,0.004
1952,2007,4,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,6575000.0,6575000.0,107.0,16764000.0,16764000.0,0.705,0.009,0.696,0.84,0.007,0.833,0.007
1953,2007,5,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4176000.0,4176000.0,130.0,20940000.0,20940000.0,0.705,0.01,0.695,0.84,0.009,0.831,0.009
64,2007,6,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4533000.0,4533000.0,157.0,25473000.0,25473000.0,0.705,0.013,0.692,0.84,0.01,0.83,0.01
1954,2007,7,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4803115.0,4804000.0,182.0,30276115.0,30277000.0,0.705,0.015,0.69,0.84,0.012,0.828,0.012
1955,2007,8,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,3265710.0,3271000.0,204.0,33541825.0,33548000.0,0.705,0.016,0.689,0.84,0.014,0.826,0.014
1956,2007,9,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,3494040.0,3515000.0,225.0,37035865.0,37063000.0,0.705,0.018,0.6869999999999999,0.84,0.015,0.825,0.015
1957,2007,10,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,5691866.0,5730000.0,254.0,42727731.0,42793000.0,0.705,0.02,0.6849999999999999,0.84,0.017,0.823,0.017
1958,2007,11,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,3787139.0,3814000.0,274.0,46514870.0,46607000.0,0.705,0.022,0.6829999999999999,0.84,0.019,0.821,0.019
65,2007,12,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4217251.0,4266000.0,299.0,50732121.0,50873000.0,0.705,0.024,0.6809999999999999,0.84,0.021,0.819,0.021
1959,2007,13,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,5308330.0,5376000.0,326.0,56040451.0,56249000.0,0.705,0.026,0.6789999999999999,0.84,0.023,0.817,0.023
1960,2007,14,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,5157730.0,5208000.0,352.0,61198181.0,61457000.0,0.705,0.028,0.6769999999999999,0.84,0.025,0.815,0.025
1961,2007,15,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,3253619.0,3288000.0,369.0,64451800.0,64745000.0,0.705,0.029,0.6759999999999999,0.84,0.026,0.814,0.026
1962,2007,16,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,5612135.0,5626000.0,395.0,70063935.0,70371000.0,0.705,0.032,0.6729999999999999,0.84,0.029,0.8109999999999999,0.029
1963,2007,17,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,6643010.0,6705000.0,425.0,76706945.0,77076000.0,0.705,0.034,0.6709999999999999,0.84,0.031,0.8089999999999999,0.031
1964,2007,18,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4215806.0,4285000.0,448.0,80922751.0,81361000.0,0.705,0.036,0.6689999999999999,0.84,0.033,0.8069999999999999,0.033
1965,2007,19,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4374893.0,4419000.0,467.0,85297644.0,85780000.0,0.705,0.037,0.6679999999999999,0.84,0.035,0.8049999999999999,0.035
1966,2007,20,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,5459672.0,5501000.0,489.0,90757316.0,91281000.0,0.705,0.039,0.6659999999999999,0.84,0.037,0.8029999999999999,0.037
1967,2007,21,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4565506.0,4609000.0,514.0,95322822.0,95890000.0,0.705,0.041,0.6639999999999999,0.84,0.039,0.8009999999999999,0.039
1968,2007,22,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,4317013.0,4362000.0,534.0,99639835.0,100252000.0,0.705,0.043,0.6619999999999999,0.84,0.041,0.7989999999999999,0.041
1969,2007,23,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,7635420.0,7607000.0,566.0,107275255.0,107859000.0,0.705,0.045,0.6599999999999999,0.84,0.044,0.7959999999999999,0.044
66,2007,24,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,10185838.0,10287000.0,610.0,117461093.0,118146000.0,0.705,0.049,0.6559999999999999,0.84,0.048,0.7919999999999999,0.048
1970,2007,25,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,10735252.0,10842000.0,652.0,128196345.0,128988000.0,0.705,0.052,0.6529999999999999,0.84,0.052,0.7879999999999999,0.052
1971,2007,26,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,12097645.0,12267000.0,704.0,140293990.0,141255000.0,0.705,0.056,0.6489999999999999,0.84,0.057,0.7829999999999999,0.057
1972,2007,27,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,10504040.0,10582000.0,750.0,150798030.0,151837000.0,0.705,0.06,0.645,0.84,0.061,0.7789999999999999,0.062
1973,2007,28,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,8522583.0,8624000.0,787.0,159320613.0,160461000.0,0.705,0.063,0.6419999999999999,0.84,0.065,0.7749999999999999,0.065
1974,2007,29,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,12086968.0,12191000.0,840.0,171407581.0,172652000.0,0.705,0.067,0.6379999999999999,0.84,0.07,0.77,0.07
1975,2007,30,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,12143558.0,12302000.0,889.0,183551139.0,184954000.0,0.705,0.071,0.634,0.84,0.075,0.765,0.075
1976,2007,31,8829.0,2032076582.0,2063288000.0,1252425.0,245725301000.0,188.000000,11851284.0,11892000.0,936.0,195402423.0,196846000.0,0.705,0.075,0.63,0.84,0.08,0.76,0.08
